dd;mm;zz;pp;departamento;municipio;puesto;mujeres;hombres;total;mesas;comuna;direcci¢n
21;001;01;01;MAGDALENA;SANTA MARTA;I.E.D. LICEO DEL SUR VICTOR DE LIMA;3604;3026;6630;20;01LOC.1TAYRONA S.PEDRO ALEJANDR;CALLE 32 No 2-17
21;001;01;02;MAGDALENA;SANTA MARTA;IED LIC DEL SUR VICTOR DE LIMA SD 2 M.M;2348;3257;5605;17;01LOC.1TAYRONA S.PEDRO ALEJANDR;CALLE 30 No 4-36
21;001;01;03;MAGDALENA;SANTA MARTA;I.E.D JACQUELINE KENNEDY;5561;3945;9506;28;01LOC.1TAYRONA S.PEDRO ALEJANDR;CARRERA 16 CALLE 35 B ESQUINA MARIA EUGENIA
21;001;01;04;MAGDALENA;SANTA MARTA;IED JACQUELINE KENNEDY SD 2 PRE LA CAND.;1025;1858;2883;9;01LOC.1TAYRONA S.PEDRO ALEJANDR;CALLE 35 CON CARRERA 16 EQUINA B. MARIA EUGENIA
21;001;01;05;MAGDALENA;SANTA MARTA;IED JACQUELINE KENNEDY SD 4 PRIM DE MAYO;2571;2450;5021;15;01LOC.1TAYRONA S.PEDRO ALEJANDR;CALLE 33 CARRERA 16 ANTIGUO IPC
21;001;01;06;MAGDALENA;SANTA MARTA;IED JACQUELINE KENNEDY SD 5 MARIA EUG.;1004;892;1896;6;01LOC.1TAYRONA S.PEDRO ALEJANDR;CRA 15 No 37 - 41
21;001;01;07;MAGDALENA;SANTA MARTA;IED LIC DEL SUR VICTOR DE LIMA SD03 CTR;31;21;52;1;01LOC.1TAYRONA S.PEDRO ALEJANDR;KR 5 35 01
21;001;01;08;MAGDALENA;SANTA MARTA;IED NUEVO AMANECER CON DIOS SD 01;29;33;62;1;01LOC.1TAYRONA S.PEDRO ALEJANDR;KR 78 A 27 72
21;001;01;09;MAGDALENA;SANTA MARTA;IED TêCNICA INEM SIMON BOLIVAR SD 02;49;59;108;1;01LOC.1TAYRONA S.PEDRO ALEJANDR;CL 29 C 24 10
21;001;01;10;MAGDALENA;SANTA MARTA;IED SD03 ESC MIXTA ONCE DE NOVIEMBRE N:1;129;134;263;1;01LOC.1TAYRONA S.PEDRO ALEJANDR;CARRERA 68 N:36-08
21;001;02;01;MAGDALENA;SANTA MARTA;I.E.D.EL PANDO;5920;5988;11908;35;01LOC.1TAYRONA S.PEDRO ALEJANDR;MANZANA 23 EL PANDO(CL 35 A No. 18-93)
21;001;02;02;MAGDALENA;SANTA MARTA;IED EL PANDO SEDE 2 JOSE CELEDON GARCIA;1756;2979;4735;14;01LOC.1TAYRONA S.PEDRO ALEJANDR;CRA 21 No 43-136 VIA GAIRA
21;001;02;03;MAGDALENA;SANTA MARTA;I.E.D.EL PARQUE;6520;3907;10427;31;01LOC.1TAYRONA S.PEDRO ALEJANDR;CALLE 40 No.24-05 MZ 30 CASA 13 URBA. EL PARQUE
21;001;02;04;MAGDALENA;SANTA MARTA;I.E.D LIBANO;4252;4429;8681;26;01LOC.1TAYRONA S.PEDRO ALEJANDR;CARRERA 36 No. 44-18 URBANIZACION EL LIBANO
21;001;02;05;MAGDALENA;SANTA MARTA;I.E.D.SAN FCO.JAVIER DE GARAGO;5622;4514;10136;30;01LOC.1TAYRONA S.PEDRO ALEJANDR;CARRERA 72 A No. 27 E-55 BR. GARAGOA
21;001;02;06;MAGDALENA;SANTA MARTA;UNIVERSIDAD ANTONIO NARI•O;2509;2098;4607;14;01LOC.1TAYRONA S.PEDRO ALEJANDR;CLL 30 No 49-46 TRONCAL DEL CARIBE
21;001;02;07;MAGDALENA;SANTA MARTA;UNIVERSIDAD DEL MAGDALENA;7312;5970;13282;39;01LOC.1TAYRONA S.PEDRO ALEJANDR;CRA 32 No 22-08
21;001;02;08;MAGDALENA;SANTA MARTA;IED ONCE DE NOVIEMBRE;3993;3284;7277;22;01LOC.1TAYRONA S.PEDRO ALEJANDR;CRA 74 No 33-20 B. 11 DE NOVIEMBRE
21;001;02;09;MAGDALENA;SANTA MARTA;IED EL LIBANO SEDE 02;6052;3942;9994;30;01LOC.1TAYRONA S.PEDRO ALEJANDR;CLL 48 CON 26B
21;001;02;10;MAGDALENA;SANTA MARTA;IED 20 DE OCTUBRE SEDE 1;635;548;1183;4;01LOC.1TAYRONA S.PEDRO ALEJANDR;CLL 33 No 87 -12
21;001;03;01;MAGDALENA;SANTA MARTA;I.E.D. NORMAL SUPERIOR SAN PEDRO;5462;4726;10188;30;01LOC.1TAYRONA S.PEDRO ALEJANDR;CRA.35 No.29-280 AL LADO DE LA QUINTA DE SAN PEDRO
21;001;03;02;MAGDALENA;SANTA MARTA;IED JUAN MAIGUEL DE OSUNA;4554;4181;8735;26;01LOC.1TAYRONA S.PEDRO ALEJANDR;CRA 35 No 29B-63 SECTOR MAMATOCO
21;001;03;03;MAGDALENA;SANTA MARTA;I.E.D.ALUNA MEGA COLEGIO CISNE;4957;3648;8605;26;01LOC.1TAYRONA S.PEDRO ALEJANDR;CARRERA 66 No. 55-49 VIA MINCA
21;001;03;04;MAGDALENA;SANTA MARTA;IED PEDAG. DEL CARIBE SD CIUDAD EQUIDAD;2252;1856;4108;12;01LOC.1TAYRONA S.PEDRO ALEJANDR;CRA 66 No 50 06 MANZANA 9 CIUDAD EQUIDAD
21;001;03;05;MAGDALENA;SANTA MARTA;IED SIMON RODRIGUEZ SEDE 01;637;503;1140;4;01LOC.1TAYRONA S.PEDRO ALEJANDR;DIAGONAL 35 No 7-80
21;001;04;01;MAGDALENA;SANTA MARTA;I.E.D.HUGO J. BERMUDEZ;3567;5155;8722;26;02LOC.2HIST.RODRIGO DE BASTIDAS;CALLE 19 Nß 7-27 CENTRO HISTORICO
21;001;04;02;MAGDALENA;SANTA MARTA;I.E.D.HUGO J.BERMUDEZ S.LA.ESP;884;5999;6883;21;02LOC.2HIST.RODRIGO DE BASTIDAS;CALLE 24 No. 6 - 37 B. LA ESPERANZA
21;001;04;03;MAGDALENA;SANTA MARTA;I.E.D.LICEO SAMARIO;4375;3525;7900;23;02LOC.2HIST.RODRIGO DE BASTIDAS;CALLE 27 Nß 7B- 111 TAMINACA
21;001;04;04;MAGDALENA;SANTA MARTA;IED ANTONIO NARI•O SEDE 1;944;933;1877;6;02LOC.2HIST.RODRIGO DE BASTIDAS;CLL 24 No 1C - 54
21;001;05;01;MAGDALENA;SANTA MARTA;LICEO SAMARIO SD.2 BAV.BOSTON;3069;2851;5920;18;02LOC.2HIST.RODRIGO DE BASTIDAS;CALLE 28 No. 15 - 87 BAVARIA
21;001;05;02;MAGDALENA;SANTA MARTA;IED LICEO CELEDON;7731;2635;10366;31;02LOC.2HIST.RODRIGO DE BASTIDAS;AV LIBERTADOR No 14-98
21;001;05;03;MAGDALENA;SANTA MARTA;IED LA INDUSTRIAL;6343;2839;9182;27;02LOC.2HIST.RODRIGO DE BASTIDAS;CRA 14A No 16-111 BARRIO CUNDI
21;001;05;04;MAGDALENA;SANTA MARTA;I.E.D.FCO.DE PAULA SANTANDER;3549;5377;8926;26;02LOC.2HIST.RODRIGO DE BASTIDAS;CARRERA 12 Nß 17 A- 76
21;001;05;05;MAGDALENA;SANTA MARTA;I.E.D.MAGDALENA;5834;3699;9533;28;02LOC.2HIST.RODRIGO DE BASTIDAS;AV LIBERTADOR 17 - 22
21;001;05;06;MAGDALENA;SANTA MARTA;IED MAGD SEDE 3 ESCUELA SAN JOSE;1087;1914;3001;9;02LOC.2HIST.RODRIGO DE BASTIDAS;CARRERA 17 No. 16 - 48 B. SAN JOSE
21;001;05;07;MAGDALENA;SANTA MARTA;IED LICEO EL SABER;832;735;1567;5;02LOC.2HIST.RODRIGO DE BASTIDAS;CARRERA 21 No 20 - 27
21;001;05;08;MAGDALENA;SANTA MARTA;IED MAGDALENA SEDE 2 SANTA CATALINA;2138;1657;3795;12;02LOC.2HIST.RODRIGO DE BASTIDAS;CARRERA 18 A No 26 B - 27
21;001;06;01;MAGDALENA;SANTA MARTA;I.E.D. RODRIGO BASTIDAS;7540;5066;12606;37;02LOC.2HIST.RODRIGO DE BASTIDAS;CALLE 9 C No. 34-100
21;001;06;02;MAGDALENA;SANTA MARTA;HOGAR INFANTIL BASTIDAS;1952;2770;4722;14;02LOC.2HIST.RODRIGO DE BASTIDAS;CARRERA 34 B No. 10-36
21;001;06;03;MAGDALENA;SANTA MARTA;IED RODRIGO DE BASTIDAS SD 17 DE DIC;1865;1786;3651;11;02LOC.2HIST.RODRIGO DE BASTIDAS;CLL 8B No 30-50 B. 17 DE DICIEMBRE
21;001;06;04;MAGDALENA;SANTA MARTA;I.E.D.NICOLAS BUENAVENTURA;4492;3877;8369;25;02LOC.2HIST.RODRIGO DE BASTIDAS;CARRERA 51 No.7B -09 BARRIO LUIS R CALVO
21;001;06;05;MAGDALENA;SANTA MARTA;I.E.D. ONDAS DEL CARIBE;1968;1541;3509;11;02LOC.2HIST.RODRIGO DE BASTIDAS;CRA 53 No 10 A - 21
21;001;06;06;MAGDALENA;SANTA MARTA;I.E.D LAURA VICU•A;1960;4865;6825;20;02LOC.2HIST.RODRIGO DE BASTIDAS;CR. 12 Nro.9-04 B. MIRAFLORES
21;001;06;07;MAGDALENA;SANTA MARTA;I.E.D.ESC.NORMAL SUP.MARIA AUX;3945;1671;5616;17;02LOC.2HIST.RODRIGO DE BASTIDAS;CALLE 9 No. 12 - 05
21;001;06;08;MAGDALENA;SANTA MARTA;IED EL CARMEN;3781;2346;6127;18;02LOC.2HIST.RODRIGO DE BASTIDAS;CALLE 6 No. 8 -75
21;001;06;09;MAGDALENA;SANTA MARTA;IED RODRIGO GALVAN DE BASTIDAS;3369;2660;6029;18;02LOC.2HIST.RODRIGO DE BASTIDAS;DIAG. 32 No 30-38 AV LIBERTADOR
21;001;06;10;MAGDALENA;SANTA MARTA;IED PANTANO SEDE 01;457;329;786;3;02LOC.2HIST.RODRIGO DE BASTIDAS;CRA 46 No 12 - 05
21;001;07;01;MAGDALENA;SANTA MARTA;I.E.D.MADRE LAURA;2961;3878;6839;20;02LOC.2HIST.RODRIGO DE BASTIDAS;CARRERA 8 No. 5 - 21 B. PESCAITO
21;001;07;02;MAGDALENA;SANTA MARTA;I.E.D.LICEO DEL NORTE;4854;3359;8213;24;02LOC.2HIST.RODRIGO DE BASTIDAS;CARRERA 19 No. 7B-41
21;001;07;03;MAGDALENA;SANTA MARTA;I.E.D. ALFONSO LOPEZ;3911;3976;7887;23;02LOC.2HIST.RODRIGO DE BASTIDAS;CARRERA 21D No. 9B - 36 B. ALFONSO LOPEZ
21;001;07;04;MAGDALENA;SANTA MARTA;IED JHON F KENNEDY;860;823;1683;5;02LOC.2HIST.RODRIGO DE BASTIDAS;CALLE 6 No 6-11
21;001;07;05;MAGDALENA;SANTA MARTA;IED LICEO DEL NORTE SEDE 2 MIXTA No 3;3413;2617;6030;18;02LOC.2HIST.RODRIGO DE BASTIDAS;CALLE 7 No 16 C -08
21;001;07;06;MAGDALENA;SANTA MARTA;IED SAN FERNANDO SEDE 01;586;454;1040;4;02LOC.2HIST.RODRIGO DE BASTIDAS;CLL 4 No 21 E 11
21;001;07;07;MAGDALENA;SANTA MARTA;IED OLIVOS SEDE 01;266;210;476;2;02LOC.2HIST.RODRIGO DE BASTIDAS;CLL 11 No 21 - 41
21;001;07;08;MAGDALENA;SANTA MARTA;IED OLIVOS SEDE 02 JUAN XXIII;360;279;639;2;02LOC.2HIST.RODRIGO DE BASTIDAS;CRA 24 No 10A - 63
21;001;07;09;MAGDALENA;SANTA MARTA;IED 20 DE JULIO;20;34;54;1;02LOC.2HIST.RODRIGO DE BASTIDAS;CALLE 7 NO 17 - 35
21;001;08;01;MAGDALENA;SANTA MARTA;I.E.D.JOSE LABORDE GNECCO;4376;5299;9675;29;03LOC.3TURISTICA PERLA DEL CARIB;CARRERA 15 No. 6-24 GAIRA
21;001;08;02;MAGDALENA;SANTA MARTA;I.E.D CAMILO TORRES DE GAIRA;6222;3452;9674;29;03LOC.3TURISTICA PERLA DEL CARIB;CALLE.6 Nro. 10-21 GAIRA
21;001;08;03;MAGDALENA;SANTA MARTA;IED CAMILO TORRES DE GAIRA SD ISABEL P.F;2966;3595;6561;20;03LOC.3TURISTICA PERLA DEL CARIB;CALLE 6 CON CARRERA 11 ESQUINA GAIRA
21;001;08;04;MAGDALENA;SANTA MARTA;I.E.D.LA PAZ, MEGA COL. LA PAZ;5293;4861;10154;30;03LOC.3TURISTICA PERLA DEL CARIB;CALLE 108 ENTRE CARRERAS 10 Y 11
21;001;08;05;MAGDALENA;SANTA MARTA;IED CRISTO REY;2155;1882;4037;12;03LOC.3TURISTICA PERLA DEL CARIB;CLL 147 No 4-47 B. CRISTO REY
21;001;08;06;MAGDALENA;SANTA MARTA;SEDE RECREATIVA COOEDUMAG;2682;2247;4929;15;03LOC.3TURISTICA PERLA DEL CARIB;CALLE 21A CRA 2A ESQUINA, AVENIDA TAMACµ
21;001;08;07;MAGDALENA;SANTA MARTA;IED GABRIELA MISTRAL SD 2 KINDER M AUX;1696;1449;3145;10;03LOC.3TURISTICA PERLA DEL CARIB;CALLE 14 No 11 - 101
21;001;08;08;MAGDALENA;SANTA MARTA;IED JESUS ESPELETA FAJARDO;1972;1867;3839;12;03LOC.3TURISTICA PERLA DEL CARIB;CARRERA 7 No 116 A - 71 BARRIO LA PAZ
21;001;08;09;MAGDALENA;SANTA MARTA;IED SIMON BOLIVAR DE GAIRA SEDE 01;1031;974;2005;6;03LOC.3TURISTICA PERLA DEL CARIB;CRA 10 No 18 - 83
21;001;08;10;MAGDALENA;SANTA MARTA;IED BEATRIZ GUTIERREZ DE VIVES;505;460;965;3;03LOC.3TURISTICA PERLA DEL CARIB;CLL 13B No 16 - 73
21;001;08;11;MAGDALENA;SANTA MARTA;IED DON JACA SEDE BAJA;179;196;375;2;03LOC.3TURISTICA PERLA DEL CARIB;CLL 188 No 4 -103
21;001;90;01;MAGDALENA;SANTA MARTA;IED TEC INEM SIMON BOLIVAR DE MAMATOCO;8064;7133;15197;20;;CLL 29 No 31-480 MAMATOCO
21;001;98;01;MAGDALENA;SANTA MARTA;CARCEL;60;590;650;2;;CALLE 24 NRO 17 -02 B. ALCAZARES
21;001;99;01;MAGDALENA;SANTA MARTA;IED BONDA SEDE 02 SANTA ANA;1312;1235;2547;8;01LOC.1TAYRONA S.PEDRO ALEJANDR;CLL 9 No 19 -14
21;001;99;02;MAGDALENA;SANTA MARTA;BONDA;3453;3218;6671;20;01LOC.1TAYRONA S.PEDRO ALEJANDR;IED BONDA CLL 5 No 12A-23 COL AMARILLO
21;001;99;03;MAGDALENA;SANTA MARTA;GUACHACA;3403;4093;7496;22;01LOC.1TAYRONA S.PEDRO ALEJANDR;IED TEC GUACHACA TRON DEL CAR KM42-CLL 2 No 3-21
21;001;99;04;MAGDALENA;SANTA MARTA;CALABAZO;810;905;1715;5;01LOC.1TAYRONA S.PEDRO ALEJANDR;SD CALABAZO  IED LA REVUELTA TRON. DEL CAR. KM 21
21;001;99;05;MAGDALENA;SANTA MARTA;TAGANGA;1919;1910;3829;12;02LOC.2HIST.RODRIGO DE BASTIDAS;CLL 10 No 1-34 SD LA PLAYA - IED TAGANGA
21;001;99;07;MAGDALENA;SANTA MARTA;MINCA;895;1049;1944;6;03LOC.3TURISTICA PERLA DEL CARIB;CLL 1 N 5-160 IED TEC DE MINCA
21;001;99;08;MAGDALENA;SANTA MARTA;LA TAGUA;201;281;482;2;03LOC.3TURISTICA PERLA DEL CARIB;IED LA TAGUA - CGTO DE MINCA KM 25
21;001;99;13;MAGDALENA;SANTA MARTA;EL CAMPANO;171;270;441;2;03LOC.3TURISTICA PERLA DEL CARIB;IED AGROINDUSTRIAL SAGRADO CORAZON DE JESUS
21;001;99;15;MAGDALENA;SANTA MARTA;IED JULIO JOSE CEBALLOS OSPINO SD 01;171;188;359;2;01LOC.1TAYRONA S.PEDRO ALEJANDR;TRONCAL DEL CARIBE KM 42 VIA RIOHACHA
21;001;99;17;MAGDALENA;SANTA MARTA;IED PALOMINITO;462;402;864;3;01LOC.1TAYRONA S.PEDRO ALEJANDR;TRONCAL DEL CARIBE KM 71.9 VDA MARQUETALIA
21;001;99;19;MAGDALENA;SANTA MARTA;IED MOSQUITO;144;119;263;1;03LOC.3TURISTICA PERLA DEL CARIB;VEREDA EL MOSQUITO
21;001;99;20;MAGDALENA;SANTA MARTA;INS ETNOEDUC DIST INTERCULTURAL EL MAMEY;0;2;2;1;01LOC.1TAYRONA S.PEDRO ALEJANDR;VEREDA MACHETE PELAO
21;001;99;21;MAGDALENA;SANTA MARTA;I ETNOEDUC DIST INTERCULTURAL LA REVUELT;5;11;16;1;01LOC.1TAYRONA S.PEDRO ALEJANDR;KM. 27 VIA SANTA MARTA - RIOHACHA
21;008;00;00;MAGDALENA;ALGARROBO;PUESTO CABECERA MUNICIPAL;4194;4527;8721;26;;CRA 15 No 10-56 BARRIO 26 DE JULIO
21;008;99;10;MAGDALENA;ALGARROBO;BELLAVISTA;219;274;493;2;;INTITUCION EDUCATIVA DPAL SEDE BELLAVISTA
21;008;99;20;MAGDALENA;ALGARROBO;RIOMAR;79;75;154;1;;I.E.D. LOMA DEL BALSAMO SEDE INMACULADA CONCEPCION
21;008;99;30;MAGDALENA;ALGARROBO;LA ESTACION LLERAS;184;227;411;2;;INSTITUTO EDUCATIVO DPTAL LLERAS
21;008;99;35;MAGDALENA;ALGARROBO;LOMA DE BALSAMO;716;804;1520;5;;INSTITUTO EDUCATIVO LOMA DEL BALSAMO
21;010;01;01;MAGDALENA;ARACATACA;INS.EDUCATIVA ELVIA VIZCAINO T;1664;4580;6244;19;;CARRERA 5 #3A-130
21;010;01;02;MAGDALENA;ARACATACA;JHON F. KENEDDY;2955;2032;4987;15;;CLL 10 CRA 5 ESQUINA
21;010;02;01;MAGDALENA;ARACATACA;CERES;2908;1300;4208;13;;CLL 6 # 3E - 56 BARRIO EL PRADITO
21;010;02;02;MAGDALENA;ARACATACA;INST. EDUCATIVA SAN MARTIN;3524;3165;6689;20;;CLL 1 SUR # 15E-50
21;010;99;01;MAGDALENA;ARACATACA;BUENOS AIRES;1557;1524;3081;9;;CLL 3 No 5A - 24
21;010;99;05;MAGDALENA;ARACATACA;AGUA BENDITA;114;243;357;2;;CASA COMUNAL
21;010;99;20;MAGDALENA;ARACATACA;CAUCA;346;396;742;3;;Escuela Rural de Cauca
21;010;99;25;MAGDALENA;ARACATACA;CERRO AZUL;422;577;999;3;;Escuela Rural de Cerrro Azul
21;010;99;30;MAGDALENA;ARACATACA;MACARAQUILLA;82;144;226;1;;Escuela Rural de Macaraquilla
21;010;99;40;MAGDALENA;ARACATACA;RIO DE PIEDRA;96;161;257;1;;Escuela Rural de Rio de Piedra
21;010;99;75;MAGDALENA;ARACATACA;SAMPUES;1289;1213;2502;8;;Esc. Rural Mixta Sampues
21;010;99;80;MAGDALENA;ARACATACA;TRANQUILANDIA;61;114;175;1;;ESCUELA MIXTA LA ESMERLDA
21;010;99;85;MAGDALENA;ARACATACA;TEHOBROMINA;169;178;347;2;;CENTRO EDUCATIVO SAN JOSE
21;012;01;01;MAGDALENA;ARIGUANI (EL DIFICIL);LICEO ARIGUANI;6787;7821;14608;43;;CARRERA 5 No 1A - 75
21;012;01;02;MAGDALENA;ARIGUANI (EL DIFICIL);ESCUELA MIXTA COMUNAL EL CONGO;2713;2281;4994;15;;CARRERA 1C #4-43
21;012;02;01;MAGDALENA;ARIGUANI (EL DIFICIL);ESCUELA MIXTA COMUNAL 8 DE DICIEMBRE;50;65;115;1;;CARRERA 8 # 3A-31
21;012;02;02;MAGDALENA;ARIGUANI (EL DIFICIL);EMC SIMON BOLIVAR;121;108;229;1;;CALLE 1B # 14-1
21;012;99;20;MAGDALENA;ARIGUANI (EL DIFICIL);EL CARMEN DE ARIGUANI;634;831;1465;5;;CALLE PRINCIPAL CARMEN DE ARIGUANI
21;012;99;30;MAGDALENA;ARIGUANI (EL DIFICIL);ALEJANDRIA;128;206;334;1;;CALLE PRINCIPAL ALEJANDRIA
21;012;99;35;MAGDALENA;ARIGUANI (EL DIFICIL);PUEBLO NUEVO;1614;1758;3372;10;;IED BENJAMIN HERRERA
21;012;99;70;MAGDALENA;ARIGUANI (EL DIFICIL);SAN JOSE DE ARIGUANI;89;145;234;1;;CALLE PRINCIPAL
21;013;00;00;MAGDALENA;CERRO DE SAN ANTONIO;PUESTO CABECERA MUNICIPAL;2773;3051;5824;17;;Inst Basica y Media San Antonio antigua sede 1
21;013;99;05;MAGDALENA;CERRO DE SAN ANTONIO;CANDELARIA;522;607;1129;4;;C.E Institucion Basica y Media Candelaria
21;013;99;09;MAGDALENA;CERRO DE SAN ANTONIO;CONCEPCION (COCOSOLO);490;507;997;3;;C.E Insttucion Basica y Media Concepcion
21;013;99;21;MAGDALENA;CERRO DE SAN ANTONIO;PUERTO NI•O;375;414;789;3;;C.E Institucion Basica y Media Puerto Ni§o
21;013;99;30;MAGDALENA;CERRO DE SAN ANTONIO;JESUS DEL MONTE;243;298;541;2;;C.E Institucion Basica y Media Jesus del Monrte
21;015;00;00;MAGDALENA;CHIVOLO;PUESTO CABECERA MUNICIPAL;5955;6724;12679;37;;IED LICEO SANTANDER SEDE BACHILLERATO
21;015;99;10;MAGDALENA;CHIVOLO;EL PLAN;105;170;275;1;;I.E.D. Francisco Jose de Caldas sede el Plan
21;015;99;30;MAGDALENA;CHIVOLO;LA POLA;129;174;303;1;;I.E.D. Santa Rosa de Lima Sede los Tres Angeles
21;015;99;45;MAGDALENA;CHIVOLO;LA CHINA;518;664;1182;4;;I.E.D. Santa Rosa de Lima sede Principal
21;015;99;50;MAGDALENA;CHIVOLO;LA ESTRELLA;587;745;1332;4;;I.E.D. Fransisco Jose de Caldas sede Central
21;015;99;69;MAGDALENA;CHIVOLO;PUEBLO NUEVO;68;146;214;1;;I.E.D. Fransisco Jose de Caldas sede Pueblo Nuevo
21;016;01;01;MAGDALENA;CIENAGA;I.E. ISAAC J. PEREIRA;2579;6134;8713;26;01COMUNA 1 MAR CARIBE;CALLE 13 No. 8-32
21;016;01;02;MAGDALENA;CIENAGA;INFOTEP;3659;2501;6160;18;01COMUNA 1 MAR CARIBE;Calle 10 No. 12 -22
21;016;01;03;MAGDALENA;CIENAGA;COL VIRGINIA GOMEZ SD CUATRO;3003;1431;4434;13;01COMUNA 1 MAR CARIBE;CLL 9 ENTRE CRAS 17 Y 18
21;016;01;04;MAGDALENA;CIENAGA;I.E.LA MARIA;2204;2113;4317;13;01COMUNA 1 MAR CARIBE;CALLE 1 No. 14-45
